,salary
118029,118400.22
116687,118393.01
116604,118389.87
119194,118349.36
117762,118321
117764,118310.79
117889,118307.08
117767,118307.07
118056,118307.05
117890,118307.03
117768,118307
118399,118306.75
120731,118298.57
116703,118296.36
118090,118261.74
117976,118254.94
118228,118245.69
118009,118242.21
117991,118234.37
118707,118229.38
117778,118228.64
118353,118202.56
118477,118192.28
117985,118185.53
118967,118182.66
117433,118182.11
117903,118175.03
118483,118173.7
118346,118159.28
118958,118157.73
118157,118141.28
119099,118140.19
118133,118138.87
118071,118132.88
118258,118105.72
118351,118098.36
118633,118097.82
118143,118093.76
118606,118081.82
118035,118072.22
117986,118056.61
117868,118056
117980,118049.66
116644,118049.46
118027,118049.06
118116,118034.85
116617,118033.62
117920,118032.1
117921,118032.02
118111,118027.58
118402,118013.81
118425,118008.22
116665,118007.35
117896,118002.37
118856,117999.62
117968,117989.59
117819,117987.96
118003,117982.46
118408,117976.91
118119,117973.49
118041,117961.97
118092,117960.89
118594,117959.16
117931,117957.64
118146,117954.58
117933,117953.24
118339,117944.96
116805,117939.21
119161,117927.12
118025,117923.02
118712,117920.87
117862,117919.79
118126,117904.58
118409,117900.25
118011,117899.59
118132,117899.51
117960,117898.99
119023,117890.15
117835,117889.54
117987,117886.35
118671,117881.73
118412,117877.79
118135,117857.77
118922,117853.22
118137,117852.02
124958,117804.04
116822,117795.4
118151,117784.77
116895,117779.71
123882,117778.91
118246,117778.66
118008,117774.8
118118,117772.56
124682,117771.71
118102,117764.76
117958,117757.69
118310,117750.17
118113,117732.48
117942,117725.55
120816,117715.08
116616,117713.41
118040,117704.65
118457,117699.61
120459,117694.69
116834,117693.06
117107,117688.8
118651,117687.94
117279,117679.64
118120,117678.47
116912,117670.87
118678,117666.23
118456,117655.73
118645,117653.04
117970,117650.75
118159,117645.18
118266,117628.73
118262,117619.01
117806,117615.87
120683,117615.5
118616,117610.8
118414,117604.25
117979,117598.8
118174,117595.08
117978,117595
118099,117581.16
118687,117577.11
117934,117568.76
122096,117564.2
118381,117562
118060,117551.73
118254,117546.13
118241,117541.57
119567,117537.4
118882,117533.72
117873,117532.08
118460,117529.4
118049,117528.05
118162,117522.72
118045,117521.04
118380,117515.95
118677,117507.55
117990,117502.43
118259,117498.54
117668,117483.77
118455,117479.33
118238,117472.21
119053,117452
118697,117444.98
118147,117424.4
118091,117421.22
118337,117420.95
124775,117419.22
117021,117406.74
118075,117403.92
118249,117393.66
118317,117383.8
118028,117379.9
118169,117373.4
118086,117366.15
118180,117360.37
118338,117360.32
118087,117349.91
118326,117344.31
117069,117333.93
118109,117331.63
118675,117322.72
120245,117322.3
118006,117316.42
120924,117314.07
118494,117311.97
118190,117298.61
118020,117287.37
118015,117283
118528,117277.04
118286,117267.25
118138,117264.26
118234,117262.2
118904,117241.02
118921,117235.68
117671,117234.81
118663,117233.07
118231,117230.91
118031,117222.73
118237,117220.54
117918,117219.4
118277,117217.82
118161,117210.04
118033,117202.45
118272,117197.22
118499,117179.81
118042,117176.84
118093,117175.34
118308,117171.86
117815,117161.05
118036,117157.54
118753,117156.09
118283,117152.61
118897,117144.6
118160,117144.26
118148,117126.51
118048,117123.84
119013,117116.93
118112,117103.55
118524,117097.84
118067,117065.44
118034,117064.66
118713,117059.98
118080,117054.11
119116,117044.21
118195,117029.84
118716,117028.45
118867,117022.02
118705,117013.93
118088,117012.16
118179,117010.94
118032,117005.64
122082,117003.01
117838,117001.84
118213,116999.65
118648,116984.21
118070,116981
119102,116973.4
118415,116963.52
118657,116954.19
118278,116931.27
118273,116926.37
118074,116924.98
118359,116924.15
118624,116923.7
118077,116916.24
119338,116912.96
118181,116910.24
118085,116892.25
117206,116888
118844,116879.3
118243,116864.31
118982,116864.09
118089,116853
118502,116852.95
117948,116852.2
119151,116848.67
118389,116847.36
118992,116829.58
118630,116813.28
118356,116811.01
118413,116800.76
117944,116796.21
118188,116781.86
118106,116766.68
117042,116762.09
118603,116748.18
118299,116742.38
118418,116741.06
118253,116737.23
118242,116736.2
118613,116735.68
118860,116733.58
117962,116728.71
118385,116719.53
116915,116696.38
118125,116692.29
117012,116687.51
118670,116672.04
118702,116665.13
118927,116664.41
118271,116662.19
118667,116643.25
118117,116638.53
118366,116630.39
118900,116616.69
118757,116611.31
118293,116589.98
118316,116583.43
118721,116579.8
117954,116575.39
118978,116570.67
118247,116567.39
118129,116567.08
118130,116567.02
118131,116567
118192,116561.92
118311,116550.82
119666,116548.96
118631,116544.9
118134,116535.86
116958,116531.16
118711,116530.67
118167,116525.56
118411,116517.99
118140,116507.52
118636,116500.7
117133,116492.9
119224,116484.36
118149,116481.46
118196,116475.33
118144,116472.78
118344,116471.53
118026,116459.33
119165,116451.54
118950,116445.21
118239,116437.75
118001,116432.14
118292,116425.05
118525,116423.95
116885,116420.05
118023,116413.54
118393,116410.77
118079,116399.02
118156,116391.02
117062,116389.39
118164,116379.99
119066,116373.66
118309,116361.56
118442,116358.38
118501,116346.31
119016,116343.43
118108,116339.97
118017,116338.51
118498,116334.36
118869,116331
118342,116328.32
118222,116327
118507,116325.05
118177,116309.31
118727,116302.7
117053,116300.97
118533,116300.38
118386,116299.26
118453,116298.7
118512,116296.45
118396,116279.27
118318,116277.95
118704,116267.34
118282,116266.24
118515,116258.31
118374,116257.42
118245,116253.55
118194,116249.34
118854,116245.2
118191,116240
118250,116227.36
118323,116218.12
118949,116203
119852,116201
118197,116200.1
118198,116200.05
118199,116200.05
118200,116200.03
118201,116200.03
118202,116200.03
118203,116200.02
118043,116200.01
118204,116200.01
118205,116200.01
118044,116200
118206,116200
117676,116194.82
118405,116190.11
118209,116189.77
118535,116187.82
117129,116185.03
118775,116161.84
119158,116161.47
118756,116148.27
118685,116143.57
118377,116141.96
118398,116119.94
118680,116115.38
118493,116113.59
118607,116089.67
117992,116081.75
118178,116079.28
118526,116077.17
118745,116071.31
118321,116062.02
118352,116061.97
118473,116061.11
117834,116058.32
119256,116051.67
119238,116045.32
118233,116042.84
117142,116040.78
118065,116039.8
119025,116032.3
118420,116027.03
118280,116014.45
118720,116014.31
118855,116013.76
118284,116011.09
119160,116010.38
117833,116009.81
118767,116000.41
118511,115995.13
117152,115967.55
118288,115953.74
118458,115944.22
117097,115939.36
118248,115933.75
118252,115929.51
118407,115921.53
118417,115905.31
118768,115904.94
118251,115892.87
118534,115886.64
118715,115880.84
117849,115880.32
118750,115872.16
118659,115869.74
118260,115862.92
118974,115861.68
117165,115859.19
118263,115857.27
119325,115857.26
118710,115849.31
118851,115848.11
117113,115843.77
119217,115828.38
119007,115822.82
117174,115812.84
118714,115811.35
117117,115805.07
118964,115800.18
118976,115790.81
119198,115783.7
119435,115768.75
117725,115756.95
117121,115744.01
118422,115734.06
118124,115722.49
119014,115717.55
118514,115709.46
118701,115706.66
118500,115691.65
118865,115680.88
118475,115672.51
125206,115670.25
118404,115666.73
118287,115661.01
118628,115658.52
118627,115654.58
125459,115653.57
118638,115651.82
118726,115647.38
119918,115641.2
118892,115637.11
118965,115634.47
118518,115625.43
118728,115622.39
118981,115621.24
118732,115608.09
118481,115599.15
118303,115598.54
118602,115587.51
118349,115586.88
118529,115574.45
118846,115570.35
118264,115563.7
119195,115562.45
119884,115558.35
118599,115531.65
118261,115520.99
118649,115518.36
118734,115496.29
118313,115496.2
118679,115474.11
118465,115473.65
118655,115470.32
118357,115463.65
118324,115456.78
118995,115452.99
118327,115450.09
118325,115450.08
118328,115450.06
118329,115450.06
118330,115450.06
118331,115450.06
118332,115450.04
118158,115450.03
118333,115450.03
118334,115450.01
118335,115450.01
118336,115450
119015,115448.56
117158,115448.22
118647,115438.87
118274,115438.53
118189,115433.29
119680,115429.51
117063,115422.58
119620,115415.92
118689,115413.38
118932,115412.91
119181,115408.97
118497,115403.01
118669,115398.69
118168,115389.5
118665,115379.08
118517,115375.75
118612,115374.64
119373,115365.85
118468,115353.07
118479,115343.53
118650,115329.41
118392,115324.13
118931,115314.06
118889,115311.97
118653,115309.5
118474,115304.42
118123,115300.57
118736,115297.78
118451,115280.7
118397,115279.84
119128,115278.03
118735,115272.05
118365,115271.14
118937,115267.93
119312,115255.63
117798,115250.26
118285,115219.05
118383,115216
118903,115213.62
118391,115211.73
119044,115202.84
118604,115191.53
118994,115180.28
118394,115176.61
118765,115173.58
118218,115173.5
118219,115173.5
118269,115170.69
117212,115167.41
118509,115166.12
119112,115156.03
118601,115148.01
119118,115146.31
119163,115139.89
120237,115135.64
118244,115103.12
125324,115090.45
119211,115081.62
119456,115080.5
118668,115079.66
118696,115076.84
118688,115072.4
118423,115067.5
118360,115053
118626,115048.68
118082,115042.52
118948,115030.38
119200,115029.7
119107,115024.41
119910,115013.42
117863,115000.32
118445,114994.12
118424,114970.08
118256,114952.84
118956,114947.98
118387,114944.97
119219,114931.83
119230,114929.14
118429,114928.04
118724,114924.77
119701,114924.2
118430,114922.91
119427,114922.82
118410,114922.5
118432,114911.2
118881,114910.66
118769,114909.95
118401,114902.01
118439,114888.16
120578,114888.13
118440,114888.12
118434,114888.07
118441,114888.07
118435,114888.05
118436,114888.04
118437,114888.01
118438,114888
119050,114886.96
119164,114879.02
118446,114873.1
118447,114873.08
118449,114873.08
118448,114873.07
117947,114871.02
118939,114866.63
118452,114862.01
125380,114861.83
118454,114847.34
120589,114846.36
118864,114819.79
119127,114813.05
119240,114802.27
118482,114799.18
118615,114797.87
118478,114797.22
118632,114773.02
118470,114756.4
118469,114755.54
118462,114755.53
118464,114755.52
119051,114750.64
118858,114734.37
119214,114731.93
118759,114715.41
118872,114713.16
118485,114700.43
120205,114690.6
118295,114678.83
118480,114671.04
119020,114668.99
118951,114667.82
119414,114661.84
120247,114655.13
118722,114637.61
119508,114633.88
119259,114622.54
118487,114621.25
118488,114621.24
118489,114621.22
118486,114621.21
118490,114621.21
118491,114621.2
118302,114621.2
118492,114621.19
117293,114616.09
117294,114616.09
117295,114616.06
117262,114616.05
117296,114616.05
117297,114616.05
117381,114616.04
117298,114616.03
117382,114616.03
117383,114616.03
119083,114616.03
117299,114616.02
117334,114616.02
117386,114616.02
119268,114616.02
117259,114616.01
117300,114616.01
117337,114616.01
117385,114616.01
117387,114616.01
117388,114616.01
117146,114616
117222,114616
117223,114616
117301,114616
117302,114616
117303,114616
117304,114616
117306,114616
117319,114616
117389,114616
117390,114616
117384,114616
120753,114612.61
119273,114608.95
118609,114607.94
118361,114603.2
117392,114595.78
117393,114595.27
117394,114595.27
117310,114586.66
118878,114585.48
119080,114580.9
118510,114578.02
117313,114574.04
117930,114564.35
119208,114564.13
119178,114563.33
118503,114562.66
118504,114553.11
118312,114553.04
118505,114553.04
118506,114553.01
119221,114539.88
117606,114536.88
121911,114536.3
118760,114534.01
121013,114517.67
117318,114516.27
118315,114513.31
119117,114512.79
118842,114492.12
118674,114485.84
118970,114485.16
118847,114481.04
118743,114467.93
118345,114456.22
120216,114451.03
119212,114439.27
119114,114437.29
119265,114421.79
119035,114418.85
119586,114401.37
118527,114397.52
119496,114396.1
118355,114395.56
118530,114382.87
119624,114382.26
118960,114379.34
118625,114361.71
119042,114356.17
118709,114352.18
118996,114345.93
119034,114326.04
118364,114325.7
118597,114317.09
118598,114317.09
118542,114317.08
118536,114317.07
118543,114317.07
118544,114317.07
118545,114317.07
118546,114317.07
118547,114317.07
118548,114317.07
118539,114317.06
118540,114317.06
118549,114317.06
118550,114317.06
118551,114317.06
118552,114317.06
118553,114317.06
118368,114317.05
118537,114317.05
118554,114317.05
118555,114317.05
118556,114317.05
118557,114317.05
118559,114317.05
118560,114317.05
118562,114317.05
118541,114317.04
118558,114317.04
118563,114317.04
118564,114317.04
118565,114317.04
118566,114317.04
118567,114317.04
118568,114317.04
118369,114317.03
118561,114317.03
118569,114317.03
118570,114317.03
118571,114317.03
118572,114317.03
118538,114317.02
118573,114317.02
118574,114317.02
118575,114317.02
118576,114317.02
118577,114317.02
118578,114317.02
118370,114317.01
118579,114317.01
118580,114317.01
118581,114317.01
118582,114317.01
118583,114317.01
118584,114317.01
118585,114317.01
118586,114317.01
118587,114317.01
118588,114317.01
118371,114317
118372,114317
118376,114317
118589,114317
118590,114317
118591,114317
118592,114317
118593,114317
118926,114316.4
118595,114315.92
119104,114309.39
120012,114299.66
118378,114296.52
118658,114292.06
119509,114281.56
118322,114261.25
118857,114258.78
119306,114223.43
118894,114214.83
119039,114209.39
119166,114202.79
118614,114196.75
118899,114192.45
118639,114186.22
118966,114158.5
118618,114153.07
118619,114153.02
118416,114147.77
119460,114127.27
119012,114119.5
118861,114108.33
119172,114097.15
117502,114085.98
118915,114076.71
119368,114076.27
119046,114074.83
118751,114071.35
117503,114065.9
118676,114059.92
117516,114044.3
118635,114035.8
118706,114030.77
118637,114021.44
118843,114013.68
118646,114001.94
119466,113998.14
118641,113998.03
118642,113998.02
118643,113998
125588,113993.77
121598,113991.07
118913,113989.86
118673,113983.22
119315,113981.64
118532,113977.39
118953,113967.96
119029,113957.29
118610,113950.42
122396,113949.89
118654,113949
119469,113943.85
119017,113932.28
118662,113926.35
118450,113926.14
118755,113918.7
118877,113902.94
118731,113901.59
118660,113900.4
119606,113899.1
119141,113889.22
118661,113885.46
118928,113868.72
118463,113857.4
118875,113855.37
118672,113853.87
120859,113843.31
119199,113828.71
118684,113828.49
118686,113823.78
118379,113815.19
118229,113813.86
119131,113804.03
119372,113792.9
118747,113792.79
119171,113788.72
119142,113786.08
119940,113761.89
119236,113758.65
119002,113753.32
119443,113748.63
118691,113744.06
118692,113744.02
118693,113744
118962,113737.58
118695,113733.87
119555,113711.91
119147,113698.54
118991,113698.27
124860,113678.38
119272,113676.37
119734,113674.8
118984,113672.33
118959,113669.84
118708,113665.48
118367,113664.99
118224,113632.6
118873,113605.44
118719,113598.66
118988,113598.06
119169,113596.48
118934,113585.72
119207,113576.77
118929,113567.8
118905,113560.74
118700,113551.27
119146,113540.57
118848,113538.68
118725,113529.51
119301,113520.08
119000,113509.71
119580,113497.39
119655,113488.67
119280,113486.15
118957,113480.62
118519,113477.73
118522,113477.72
118520,113477.71
118521,113477.7
118739,113475.76
119218,113472.24
118849,113470.44
125739,113470.04
118741,113464.82
118754,113455.41
119722,113452.19
119197,113446.83
118871,113431.38
119092,113427.02
119072,113418.2
119096,113404.12
119409,113403.56
117584,113403.18
118776,113382.78
118717,113373.6
118885,113372.79
118920,113370.57
119706,113363.9
119821,113343.65
119228,113343.48
119091,113342.09
118690,113341.19
118989,113338.57
118761,113338.04
118762,113338.04
118763,113338
119076,113333.28
119001,113318.5
118644,113316.84
122340,113313.12
118870,113307.14
118952,113299.28
119145,113298.33
119931,113297.43
118770,113288.42
118771,113281.61
118211,113264.01
118772,113252.46
119307,113249.21
119545,113243.08
118880,113236.01
118634,113232.86
119132,113232.44
118773,113231.06
119028,113219.38
119126,113217.6
118782,113210.08
118838,113209.17
118783,113209.12
118778,113209.11
118777,113209.1
118784,113209.1
118785,113209.1
118786,113209.09
118787,113209.08
118789,113209.08
118790,113209.08
118793,113209.08
118788,113209.07
118791,113209.07
118839,113209.07
118780,113209.06
118792,113209.06
118794,113209.06
118795,113209.06
118797,113209.06
118799,113209.06
118840,113209.06
118781,113209.05
118796,113209.05
118800,113209.05
118801,113209.05
118802,113209.05
118803,113209.05
118620,113209.04
118798,113209.04
118804,113209.04
118805,113209.04
118806,113209.04
118808,113209.04
118810,113209.04
118811,113209.04
118621,113209.03
118623,113209.03
118807,113209.03
118809,113209.03
118815,113209.03
118812,113209.02
118813,113209.02
118814,113209.02
118816,113209.02
118817,113209.02
118818,113209.02
118821,113209.02
118841,113209.02
118779,113209.01
118819,113209.01
118820,113209.01
118822,113209.01
118823,113209.01
118824,113209.01
118825,113209.01
118826,113209.01
118827,113209.01
118622,113209
118828,113209
118829,113209
118830,113209
118831,113209
118832,113209
118833,113209
118834,113209
118835,113209
118836,113209
118837,113209
118866,113206.45
118382,113184.76
118758,113177.63
119287,113175.4
119036,113174.63
118136,113172.52
119421,113164.2
118766,113161.42
119899,113133.68
119139,113132.09
118879,113129.22
119031,113109.87
118868,113102.37
125848,113101.63
118955,113092.53
119193,113090.46
119740,113084.73
119288,113084.68
119121,113050.39
119362,113041.75
118874,113033.05
118902,113032.55
119560,113017.4
120133,113011.99
118975,113007
118914,112997.21
119054,112991.52
118883,112986.53
118884,112983.78
119065,112981.96
119431,112945.3
119148,112942.15
118909,112940.18
118963,112923.32
118850,112911.27
119055,112901.45
119027,112894.47
119283,112894.47
119332,112871.12
121217,112865.21
118681,112855.21
119331,112851.17
119255,112850.27
118682,112845.53
118906,112831.83
119499,112831.83
119436,112824.1
119719,112823.29
119286,112806.02
119223,112798.61
118698,112788.1
118912,112785.03
118940,112779.04
119876,112777.07
119420,112773.72
119290,112773.2
119291,112770.72
119229,112764.91
120211,112762.72
119337,112760.47
119261,112754.67
119063,112748.06
119589,112745.25
118155,112726.84
119252,112725.91
119196,112721.35
119003,112717.21
119410,112714.21
119088,112706.24
118919,112706.12
118907,112677.74
118890,112673.46
118923,112673.04
118924,112673.03
118925,112673.01
118738,112669.35
119049,112664.87
118898,112662.69
119108,112662.31
119281,112656.54
118347,112652.99
117832,112649
120676,112647.27
117939,112641.85
118954,112638.22
119274,112632.26
118938,112625.23
125952,112624.72
118947,112624.64
125954,112622.86
125955,112620.48
119757,112619.95
119024,112618.15
118944,112613.58
118891,112606.86
119190,112604.29
118886,112603.55
121433,112602.98
119250,112599.7
119621,112586.27
118943,112576.51
118170,112562.37
119081,112546.23
118723,112537.88
118896,112532.63
118895,112527.7
118281,112525.62
118986,112518.39
119316,112518.08
119444,112515.35
119547,112508.53
119292,112503.45
118746,112496.9
119101,112492.01
119310,112486.87
118961,112478.04
119441,112457.91
119205,112455.45
119038,112421.79
119068,112413.21
119353,112399.64
118752,112378.74
119313,112373.81
117706,112370.44
119180,112369.86
119544,112368.46
119459,112363.91
118969,112362.04
118972,112352.53
118971,112352.48
119226,112342.73
119154,112338.5
118910,112325.79
126028,112313.84
119233,112307.27
119082,112303.99
118774,112296.51
118977,112293.57
119048,112291.45
119073,112286.61
118979,112276.16
118764,112274.4
119094,112273.64
119404,112272.48
120054,112269.17
119243,112267.9
118845,112257.6
119262,112233.52
118737,112230.62
119078,112227.27
119369,112224.3
119246,112207.51
119069,112188.4
118729,112176.26
119293,112154.44
118863,112153.6
119500,112149.33
118999,112146.05
119005,112143.8
119026,112140.37
119468,112138.66
119030,112130.98
119322,112122.81
118730,112119.63
119008,112092.08
119009,112092.07
119010,112092.03
119011,112092.02
119562,112083.61
119501,112080.99
119155,112079.72
122411,112078.37
119424,112068.38
119019,112066.01
119561,112046.17
119664,112021.84
118888,112018.5
119743,112017.57
119251,111999.49
119653,111986.77
119675,111983.59
119175,111981.74
119413,111970.72
119430,111951.74
119605,111931.75
119732,111930.32
119609,111914.14
119585,111911.92
119129,111906.2
120045,111899.34
119361,111892.7
119516,111889.6
119040,111885.45
118508,111879.86
119289,111864.51
119358,111861.43
119336,111860.87
119423,111856.37
117713,111852.08
117746,111845.57
119045,111844.01
117724,111842.93
119098,111840.31
119033,111833.82
119144,111823.8
118918,111814.61
119520,111809.68
119885,111808.19
119650,111782.41
119447,111780.85
119022,111779.51
119157,111766.75
119056,111766.12
119057,111766.12
119058,111766.08
119182,111756.86
119714,111740.32
119111,111739.25
119060,111728.51
119061,111728.48
119062,111724.77
118935,111716.9
119064,111712.53
119125,111711.66
117824,111698.58
119266,111696.24
119075,111693.8
118901,111689.5
119708,111688.1
118941,111684.44
119067,111684.4
119519,111681.53
119070,111681.39
119967,111677.86
119377,111672.88
119085,111661.25
119079,111655.77
119452,111652.6
119210,111651.51
119916,111651.07
126172,111650.47
119086,111647.58
119408,111645.59
119300,111639.27
119302,111634.79
119308,111629.43
119087,111605.88
119793,111605.38
120401,111604.28
119278,111601.01
119090,111598.36
119582,111596.75
118699,111594
118916,111587.97
121493,111577.64
119113,111570.9
119159,111564.4
119095,111562.09
119297,111556.84
119717,111555.83
119052,111547.95
118980,111530
119239,111525.15
118987,111522.01
119453,111515.23
118968,111513.71
120441,111513.45
119703,111512.56
119564,111500.58
119110,111495.98
118930,111483.27
119215,111465.38
119298,111459.28
120357,111457.03
119041,111456.45
119784,111451.4
119089,111450.76
119502,111441.03
118993,111437.62
119340,111427.94
119260,111426.9
119247,111395.29
118945,111392.11
119120,111389.27
121098,111389.24
119495,111388.92
119412,111388.72
124657,111379.5
126249,111371.81
119422,111356.06
119133,111346.27
119134,111346.27
119135,111346.25
119136,111346.24
119137,111346.24
119271,111343.46
119482,111331.18
119176,111322.95
120182,111316
119900,111313.89
119097,111310.13
119461,111291.48
119683,111286.44
119170,111285.48
119282,111278.9
118997,111272.8
118990,111272.76
119232,111270.93
119484,111257.29
119032,111256.85
119179,111230.3
119309,111226.99
119942,111226.25
123390,111211.72
119761,111209.58
119152,111208.9
119684,111206.73
125228,111205.89
119497,111189.32
119698,111180.93
119201,111173.08
119454,111163.27
120584,111158.45
119445,111158.09
119354,111153.88
119583,111146.03
119270,111144.27
118105,111140.01
120057,111139.21
119162,111138.42
119222,111134.55
118064,111134.26
118235,111107.5
119173,111096.91
119802,111088.63
120377,111069.62
119433,111069.34
119174,111066.32
119341,111049.9
119810,111040.82
119984,111031.01
120311,111024.61
119109,111022.03
119183,111021.12
119184,111021.08
119185,111021.04
119186,111021.03
119187,111021.02
119188,111021.01
119189,111021
119709,111003.02
119241,110991.51
119204,110963.32
120927,110954.83
119234,110954.55
119746,110943.82
119153,110939.37
120219,110929.01
119327,110919.69
119711,110916.29
119551,110914.51
117749,110912.74
119463,110897.26
119439,110896.77
119242,110896.39
119645,110894.93
119503,110881.22
120763,110873.34
119875,110873.09
119043,110873.03
119827,110860.65
119822,110848.45
119366,110840.4
119303,110830.02
119598,110824.61
119225,110824
119498,110821.72
119847,110811.29
119754,110806.35
119906,110806.04
119382,110795.11
119167,110785.49
119596,110775.65
119227,110774.87
117922,110773.73
119446,110773.7
119192,110765.11
119379,110758.58
119244,110741.01
119419,110731.65
119830,110730.58
119267,110726.66
119610,110726.58
119245,110726.41
119539,110723.34
119235,110720.52
119339,110712.14
119253,110700.05
119542,110692.69
119512,110683.47
119257,110683
118121,110677.09
119550,110665.67
120746,110663.66
118983,110656
119873,110655.37
120104,110649.38
121417,110647.09
119203,110622.75
119778,110620.61
119202,110609.75
119213,110607.66
121322,110599.23
119269,110599.1
119604,110583.66
119106,110580.1
119425,110577.23
119470,110574.6
119536,110572.94
119416,110567.63
119231,110556.13
119071,110535.22
119694,110534.03
119285,110517.86
119569,110507.53
119077,110505
119328,110495.42
119329,110482.1
119122,110481.81
119123,110481.81
119124,110481.8
119485,110473.3
119511,110465.87
119819,110464.45
119543,110455.13
119682,110452.8
119736,110452.11
119206,110441.51
119365,110439.93
119364,110437.47
119578,110421.02
118139,110418.86
119835,110407.65
119100,110400.92
118226,110382.76
119442,110378.39
126524,110376.48
119370,110372.91
119103,110368.01
119360,110362.25
119651,110356.86
119575,110350.97
119432,110332.17
119374,110330.22
119507,110323.78
119149,110323.4
119455,110323.07
119535,110320.91
119697,110319.88
119375,110317.51
119720,110316.75
119276,110314.46
119277,110314.41
119150,110313.5
119587,110308.08
119644,110307.06
119333,110304.15
119863,110297.15
122033,110285.68
119356,110285.22
119649,110263.53
119411,110258.14
119767,110249.38
117973,110244.15
119258,110242.39
118893,110232.07
119481,110231.44
119705,110218.11
119753,110208.66
119342,110200.08
119343,110200.03
119344,110200.03
119345,110200.03
119346,110200.03
119299,110200.02
119347,110200.02
119348,110200.02
119168,110200.01
119349,110200.01
119350,110200
119351,110200
119828,110195.47
119319,110187.18
119357,110175.42
119320,110157.75
119464,110145.54
119780,110139.1
118998,110122.97
119494,110113.6
119858,110101.97
120146,110069.68
120016,110060.86
119782,110057.83
119958,110055.7
119522,110006.21
119428,110003.42
119764,109982.11
119760,109980.79
119417,109976.02
125949,109975.75
118608,109968
117977,109966.78
119380,109960.14
119381,109960.09
119383,109960.09
119384,109960.09
119385,109960.08
119352,109960.07
119386,109960.06
119387,109960.05
119388,109960.04
119390,109960.04
119392,109960.04
119603,109960.04
119389,109960.03
119391,109960.03
119393,109960.02
119394,109960.02
119395,109960.02
119396,109960.02
119399,109960.02
119400,109960.02
119401,109960.02
119397,109960.01
119398,109960.01
119402,109960.01
119403,109960
120681,109951.01
119304,109942.33
119305,109942.32
119929,109926.71
119359,109923
119796,109915.55
119311,109913.37
119977,109898.47
119317,109891.1
119363,109889
119622,109882.25
120154,109875.88
119581,109857.78
119324,109847.31
119867,109845.98
119741,109842.65
120621,109842.3
120152,109839.19
119584,109834.19
119898,109834.15
119458,109830.11
120261,109819.52
118629,109804.3
120277,109799.59
119517,109792.59
119676,109791.91
122311,109789.53
120064,109784.94
120480,109782.6
119434,109781.22
119756,109769.32
119533,109766.72
119275,109751.63
119248,109749.88
120338,109747.66
119264,109742.05
119904,109741.09
119768,109737.4
119526,109713.23
119296,109694.02
119523,109677.65
119473,109669.89
119450,109666.04
118495,109665
119752,109661.11
119844,109652.11
120418,109646.58
119556,109632.26
126714,109611.85
120292,109611.16
120040,109609.41
119771,109605.75
119762,109584.82
119699,109581.59
119937,109576.59
120093,109568.93
120587,109566.22
119426,109565.91
119944,109536.73
119314,109532.91
119474,109526.76
119472,109525.73
119707,109523.11
120159,109520.1
119263,109520.01
119789,109501.65
119471,109496.35
119939,109496.34
126747,109494.93
119487,109477.1
119440,109477.01
119728,109475.55
119959,109470.62
119592,109461.1
120255,109444.71
119489,109437.09
119490,109437.05
119795,109432.3
120849,109424.9
119418,109421.09
119488,109420.05
120804,109420.01
119735,109403.87
119284,109395.5
117996,109388.67
117997,109388.67
118010,109388.67
118083,109388.67
118084,109388.67
118127,109388.67
118128,109388.67
118354,109388.67
119868,109388.67
120039,109388.67
120373,109371.7
119334,109359.58
121801,109358.99
119570,109353.56
119515,109318.44
120164,109317.23
121232,109315.81
119534,109302.74
119667,109298.56
119467,109290.54
119846,109285.75
119840,109284.24
119525,109281.83
119930,109263.85
119618,109256.86
121468,109252.09
120624,109248.68
119956,109238.06
120173,109227.07
119729,109226.79
120278,109225.03
120178,109220.13
119774,109217.19
119279,109216.01
119869,109215.44
120005,109213.05
119527,109200.93
119901,109198.45
119318,109197.52
119486,109195.43
119552,109194.92
119355,109188.38
120270,109174.22
119750,109171.48
119537,109163.01
119538,109163.01
121935,109163.01
120139,109163
119326,109147.66
120623,109135.63
119836,109132.78
119772,109127.94
119546,109124.01
119935,109122.38
120051,109116.89
119818,109116.73
119721,109114.8
119330,109105.81
119849,109105.65
120754,109104.79
119769,109102.36
119367,109101.1
119938,109092.58
120243,109079.61
119695,109078.05
119776,109077.07
119505,109075.89
119074,109074.32
119378,109071.55
119554,109068.32
120854,109065.81
119588,109065.08
119855,109061.08
119557,109058.41
119615,109053.76
119462,109051.38
119816,109050.35
119084,109041.45
119791,109024.51
120588,109018.49
119514,109013.05
118296,108996.3
119524,108981.06
119577,108978.71
119825,108976.86
119783,108976.47
119932,108971.01
119540,108965.91
120100,108962.26
119659,108954.4
119715,108953.97
119295,108948.96
119532,108948.78
119748,108945.36
119766,108942.88
119568,108929.39
119513,108924.44
119617,108923.96
119710,108921.81
119968,108909.02
119859,108908.36
119661,108900.02
119907,108891.32
119607,108886.81
119415,108883.33
119548,108875.06
119549,108875.01
119613,108869.76
119788,108868.33
119980,108860.55
119510,108854.8
119833,108847.21
118107,108846.49
119978,108841.83
120686,108838.47
119994,108828.99
119792,108826.67
119829,108824.37
119862,108823.9
118046,108819.34
119406,108817.01
120138,108811.62
120161,108807.5
119572,108801
121021,108781.76
119747,108777.68
119601,108764.01
120447,108762.49
119528,108761.2
119530,108742.8
119702,108738.05
120000,108731.63
119891,108731.38
119976,108730.93
